show_id,type,title,director,cast,country,release_year,duration,listed_in
s8143,movie,Sword Masters: Two Champions of Shaolin,Cheh Chang,Meng Lo; Sheng Chiang; Li Wang; Siu-Ho Chin; Feng Lu; Chien Sun; Hsueh-erh Wen; Tai-Ping Yu,Hong Kong,1980,101 min,Action & Adventure; International Movies
s176,movie,The Blue Lagoon,Randal Kleiser,Brooke Shields; Christopher Atkins; Leo McKern; William Daniels; Elva Josephson; Glenn Kohan; Alan Hopgood; Gus Mercurio,United States,1980,105 min,Dramas; Romantic Movies
s606,movie,The Long Riders,Walter Hill,David Carradine; Keith Carradine; Robert Carradine; James Keach; Stacy Keach; Dennis Quaid; Randy Quaid; Kevin Brophy; Harry Carey Jr.; Christopher Guest; Nicholas Guest; Shelby Leverington; Felice Orlandi; Pamela Reed; James Remar; Fran Ryan; Savannah Smith Boucher; Amy Stryker; James Whitmore Jr.,United States,1980,100 min,Action & Adventure
s1832,movie,Whispers,Maroun Baghdadi,Nadia Tueni; Ziad Rahbani,Lebanon; Canada; France,1980,93 min,Documentaries; International Movies
s2483,movie,Bye Bye London,Almunsif Alsuwaisi,Abdulhussain Abdulredah; Ghanem Al-Saleh; Mariam Al-Ghadban; Dawood Hussain; Entesar Alsharah; Mohamed Gaber,Kuwait,1981,177 min,Comedies; Dramas; International Movies
s7073,movie,Indiana Jones and the Raiders of the Lost Ark,Steven Spielberg,Harrison Ford; Karen Allen; Paul Freeman; Ronald Lacey; John Rhys-Davies; Denholm Elliott; Alfred Molina; Wolf Kahler; Anthony Higgins; Vic Tablian,United States,1981,116 min,Action & Adventure; Children & Family Movies; Classic Movies
s7161,movie,Kaalia,Tinnu Anand,Amitabh Bachchan; Asha Parekh; Parveen Babi; Amjad Khan; Pran; K.N. Singh; Sajjan; Murad; Kader Khan; Jagdeep,India,1981,173 min,Action & Adventure; Dramas; International Movies
s7385,movie,Mahjong Heroes,Li Pei-Chuan,Patrick Tse; Betty Ting Pei; Hua Yueh; Chin Siu Ho; Lau Hak-Suen; Kwan Hoi-san,Hong Kong,1981,92 min,Comedies; International Movies
s690,movie,Mobile Suit Gundam I,Yoshiyuki Tomino; Yoshikazu Yasuhiko,Toru Furuya; Shuichi Ikeda; Hirotaka Suzuoki; Rumiko Ukai; Fuyumi Shiraishi; Yo Inoue; Toshio Furukawa; Kiyonobu Suzuki; Keiko Toda; Shozo Iizuka,Unknown,1981,139 min,Action & Adventure; Anime Features; Classic Movies
s671,movie,Mobile Suit Gundam II: Soldiers of Sorrow,Yoshiyuki Tomino; Yoshikazu Yasuhiko,Toru Furuya; Shuichi Ikeda; Hirotaka Suzuoki; Rumiko Ukai; Fuyumi Shiraishi; Yo Inoue; Toshio Furukawa; Kiyonobu Suzuki; Keiko Toda; Shozo Iizuka,Unknown,1981,133 min,Action & Adventure; Anime Features; International Movies
s8106,movie,Stripes,Ivan Reitman,Bill Murray; Harold Ramis; Warren Oates; P.J. Soles; Sean Young; John Candy; John Larroquette; John Voldstad; John Diehl; Lance LeGault; Judge Reinhold,United States,1981,106 min,Classic Movies; Comedies; Cult Movies
s8291,movie,The Evil Dead,Sam Raimi,Bruce Campbell; Ellen Sandweiss; Richard DeManincor; Betsy Baker; Theresa Tilly; Bill Vincent; Scott Spiegel; Ivan Raimi; David Horton; John Cameron; Ted Raimi,United States,1981,85 min,Classic Movies; Cult Movies; Horror Movies
s815,movie,The Four Seasons,Alan Alda,Alan Alda; Carol Burnett; Len Cariou; Sandy Dennis; Rita Moreno; Jack Weston; Bess Armstrong; Elizabeth Alda; Beatrice Alda,United States,1981,108 min,Comedies; Romantic Movies
s2491,movie,The Married Couples,Hassan AbdulSalam,Samir Ghanem; George Sidhum; Sherine; Nagah El-Mogui,Egypt,1981,195 min,Comedies; International Movies; Romantic Movies
s8749,movie,Winter of Our Dreams,John Duigan,Judy Davis; Bryan Brown; Cathy Downes; Baz Luhrmann; Peter Mochrie; Mervyn Drake; Margie McCrae,Australia,1981,86 min,Classic Movies; Dramas
s1056,movie,Zoot Suit,Luis Valdez,Daniel Valdez; Edward James Olmos; Charles Aidman; Tyne Daly; John Anderson; Abel Franco; Mike Gomez; Francis X. McCarthy; Alma Martnez; Lupe Ontiveros; Tony Plana,United States,1981,103 min,Cult Movies; Dramas; Music & Musicals
s2368,movie,An Egyptian Story,Youssef Chahine,Nour El-Sherif; Magda El-Khatib; Yousra; Mohsen Mohiedine; Oussama Nadir; Layla Hamadah; Mohamed Mounir; Ragaa Hussein,Egypt,1982,129 min,Classic Movies; Dramas; Independent Movies
s6256,movie,Bazaar,Sagar Sarhadi,Farooq Shaikh; Smita Patil; Naseeruddin Shah; Bharat Kapoor; Supriya Pathak; Rita Rani Kaul; Malika,India,1982,121 min,Dramas; Independent Movies; International Movies
s132,movie,Blade Runner: The Final Cut,Ridley Scott,Harrison Ford; Rutger Hauer; Sean Young; Edward James Olmos; M. Emmet Walsh; Daryl Hannah; William Sanderson; Brion James; Joe Turkel; Joanna Cassidy; James Hong; Morgan Paull,United States,1982,117 min,Action & Adventure; Classic Movies; Cult Movies
s1863,movie,Disco Dancer,B. Subhash,Mithun Chakraborty; Kim; Kalpana Iyer; Om Puri; Gita Siddharth; Yusuf Khan; Bob Christo; Om Shivpuri; Karan Razdan,India,1982,134 min,Cult Movies; Dramas; International Movies
s6766,movie,Five Elements Ninjas,Cheh Chang,Tien-chi Cheng; Tien Hsiang Lung; Meng Lo; Michael Chan Wai-Man; Pei Hsi Chen; Li Wang; Ke Chu,Hong Kong,1982,104 min,Action & Adventure; International Movies
s7172,movie,Katha,Sai Paranjape,Farooq Shaikh; Naseeruddin Shah; Deepti Naval; Veeni Paranjape Joglekar; Mallika Sarabhai; Arun Joglekar,India,1982,140 min,Comedies; Dramas; Independent Movies
s7285,movie,Legendary Weapons of China,Chia-Liang Liu,Gordon Liu; Chia Yung Liu; Hou Hsiao; Chia-Liang Liu; Tiet Wo Chu; Sheng Fu; Kara Hui,Hong Kong,1982,101 min,Action & Adventure; Cult Movies; International Movies
s2485,movie,Lock Your Girls In,Fouad El-Mohandes,Fouad El-Mohandes; Sanaa Younes; Sherihan; Ahmed Rateb; Ijlal Zaki; Zakariya Mowafi,Unknown,1982,233 min,Comedies; International Movies; Romantic Movies
s672,movie,Mobile Suit Gundam III: Encounters in Space,Yoshiyuki Tomino; Yoshikazu Yasuhiko,Toru Furuya; Shuichi Ikeda; Hirotaka Suzuoki; Rumiko Ukai; Fuyumi Shiraishi; Yo Inoue; Toshio Furukawa; Kiyonobu Suzuki; Keiko Toda; Keiko Han; Makio Inoue,Unknown,1982,140 min,Action & Adventure; Anime Features; International Movies
s4548,movie,Monty Python: Live at The Hollywood Bowl,Terry Hughes; Ian MacNaughton,Graham Chapman; John Cleese; Terry Gilliam; Eric Idle; Terry Jones; Michael Palin; Neil Innes; Carol Cleveland,United Kingdom,1982,80 min,Comedies
s7558,movie,Namak Halaal,Prakash Mehra,Amitabh Bachchan; Shashi Kapoor; Parveen Babi; Smita Patil; Waheeda Rehman; Om Prakash; Ranjeet; Satyendra Kapoor,India,1982,171 min,Action & Adventure; Comedies; International Movies
s7882,movie,Rocky III,Sylvester Stallone,Sylvester Stallone; Talia Shire; Burt Young; Carl Weathers; Burgess Meredith; Tony Burton; Mr. T; Hulk Hogan; Ian Fried,United States,1982,100 min,Dramas; Sports Movies
s7914,movie,Saath Saath,Raman Kumar,Deepti Naval; Farooq Shaikh; Satish Shah; Iftekhar; A.K. Hangal; Neena Gupta; Avtar Gill; Javed Khan,India,1982,118 min,Dramas; Independent Movies; International Movies
s7945,movie,Satte Pe Satta,Raj N. Sippy,Amitabh Bachchan; Hema Malini; Amjad Khan; Sachin; Shakti Kapoor; Ranjeeta Kaur; Paintal; Ranjeet,India,1982,153 min,Comedies; Cult Movies; Dramas
s8267,movie,The Dark Crystal,Frank Oz; Jim Henson,Jim Henson; Kathryn Mullen; Frank Oz; Dave Goelz; Stephen Garlick; Lisa Maxwell; Billie Whitelaw; Percy Edwards; Joseph O'Conor,United States; United Kingdom,1982,93 min,Children & Family Movies
s1827,movie,The Little Wars,Maroun Baghdadi,Soraya Khoury; Nabil Ismal; Roger Hawa; Reda Khoury; Youcef Hosni; Rifaat Tarabay,France; Lebanon,1982,108 min,Dramas; Independent Movies; International Movies
s8409,movie,The lynx,Stanisaw Rewicz,Jerzy Radziwiowicz; Franciszek Pieczka; Piotr Bajor; Ryszarda Hanin; Janusz Paluszkiewicz; Henryk Machalica; Hanna Miku; Maria Klejdysz,Poland,1982,82 min,Dramas; International Movies
s455,movie,Cheech & Chong's Still Smokin,Tommy Chong,Cheech Marin; Tommy Chong; Susan Hahn; Carol van Herwijnen; Shireen Strooker,Unknown,1983,91 min,Comedies; Cult Movies
s6666,movie,Eddie Murphy: Delirious,Bruce Gowers,Eddie Murphy,United States,1983,69 min,Stand-Up Comedy
s5297,movie,Ek Jaan Hain Hum,Rajiv Mehra,Rajiv Kapoor; Divya Rana; Shammi Kapoor; Tanuja; Kiran Vairale; Rakesh Bedi; Gulshan Grover; Monty Sharma,India,1983,151 min,Dramas; International Movies; Music & Musicals
s44,movie,Jaws 3,Joe Alves,Dennis Quaid; Bess Armstrong; Simon MacCorkindale; Louis Gossett Jr.; John Putch; Lea Thompson; P.H. Moriarty; Dan Blasko; Liz Morris; Lisa Maurer,United States,1983,98 min,Action & Adventure; Horror Movies; Thrillers
s7312,movie,Little Dragon Maiden,Hua Shan,Leslie Cheung; Jing-Jing Yung; Chen Kuan-tai; Leanne Liu; Tanny Tien Ni,Hong Kong,1983,92 min,Action & Adventure; International Movies; Romantic Movies
s7394,movie,Mandi,Shyam Benegal,Shabana Azmi; Smita Patil; Naseeruddin Shah; Amrish Puri; Kulbhushan Kharbanda; Saeed Jaffrey; Om Puri; Sreela Mazumdar; Neena Gupta,India,1983,155 min,Dramas; Independent Movies; International Movies
s7420,movie,Masoom,Shekhar Kapur,Shabana Azmi; Naseeruddin Shah; Saeed Jaffrey; Jugal Hansraj; Urmila Matondkar; Aradhana Srivastav; Tanuja; Supriya Pathak,India,1983,138 min,Dramas; Independent Movies; International Movies
s7652,movie,On the Wrong Track,Clarence Yiu-leung Fok,Andy Lau; Yim Chau-wah; Wai Yee Chan; Prudence Liew; Poon Wang Ban; Hua Yueh; Wong Kung-miu,Hong Kong,1983,89 min,Action & Adventure; International Movies
s7918,movie,Sadma,Balu Mahendra,Kamal Hassan; Sridevi; Silk Smitha; Gulshan Grover; Paintal; Arvind Deshpande,India,1983,137 min,Dramas; International Movies; Romantic Movies
s8232,movie,The Bund,Unknown,Chow Yun Fat,Hong Kong,1983,103 min,Action & Adventure; Dramas; International Movies
s8710,movie,Weather forecast,Antoni Krauze,Halina Buyno-oza; Zofia Cegiekowa; Barbara Chojecka; Eugenia Horecka; Zygmunt Zintel; Henryka Janikowska; Lena Wilczyska; Jerzy Block,Poland,1983,91 min,Dramas; International Movies
s2722,movie,Duniya,Ramesh Talwar,Dilip Kumar; Rishi Kapoor; Pran; Amrita Singh; Ashok Kumar; Prem Chopra; Amrish Puri; Satyen Kappu; Mac Mohan; Javed Khan,India,1984,170 min,Action & Adventure; Dramas; International Movies
s7074,movie,Indiana Jones and the Temple of Doom,Steven Spielberg,Harrison Ford; Kate Capshaw; Amrish Puri; Roshan Seth; Philip Stone; Roy Chiao; Jonathan Ke Quan; David Yip; Ric Young; Chua Kah Joo,United States,1984,119 min,Action & Adventure; Children & Family Movies; Classic Movies
s7520,movie,Mr. Virgin,Anthony Chan,Olivia Cheng; Alfred Cheung; Hu Chin; Chung Ping Geung; Anglie Leung,Hong Kong,1984,86 min,Comedies; Dramas; International Movies
s167,movie,Once Upon a Time in America,Sergio Leone,Robert De Niro; James Woods; Elizabeth McGovern; Treat Williams; Tuesday Weld; Burt Young; Joe Pesci; Danny Aiello; William Forsythe; James Hayden,Italy; United States,1984,229 min,Classic Movies; Dramas
s7679,movie,Opium and the Kung Fu Master,Chia Tang,Lung Ti; Te-Lo Mai; Leanne Liu; Kuan Tai Chen; Phillip Ko; Kuan-chung Ku; Kwok Kuen Chan; Hoi Sang Lee; Tau Wan Yue; Chia Tang; Shen Chan,Hong Kong,1984,86 min,Action & Adventure; International Movies
s7795,movie,Prince Charming,Wong Jing,Kenny Bee; Cherie Chung; Chan Pak-cheung; Rosamund Kwan; Maggie Cheung,Hong Kong,1984,93 min,Comedies; International Movies; Romantic Movies
s2489,movie,Raya and Sakina,Hussein Kamal,Suhair El-Babili; Shadia; Abdel Moneim Madbouly; Ahmed Bedir,Unknown,1984,230 min,Comedies; Dramas; International Movies
s7845,movie,Red Dawn,John Milius,Patrick Swayze; C. Thomas Howell; Lea Thompson; Charlie Sheen; Darren Dalton; Jennifer Grey; Brad Savage; Doug Toby; Ben Johnson; Harry Dean Stanton,United States,1984,114 min,Action & Adventure; Cult Movies
s5310,movie,Sohni Mahiwal,Latif Faiziyev; Umesh Mehra,Zeenat Aman; Pran; Tanuja; Poonam Dhillon,India; Soviet Union,1984,160 min,Dramas; International Movies; Romantic Movies
s811,movie,Streets of Fire,Walter Hill,Michael Par; Diane Lane; Rick Moranis; Amy Madigan; Willem Dafoe; Deborah Van Valkenburgh; Richard Lawson; Rick Rossovich; Bill Paxton; Lee Ving,United States,1984,94 min,Action & Adventure; Classic Movies; Cult Movies
s602,movie,The Karate Kid,John G. Avildsen,Ralph Macchio; Pat Morita; Elisabeth Shue; Martin Kove; Randee Heller; William Zabka; Ron Thomas; Rob Garrison,United States,1984,127 min,Action & Adventure; Children & Family Movies; Classic Movies
s8436,movie,The Natural,Barry Levinson,Robert Redford; Robert Duvall; Glenn Close; Kim Basinger; Wilford Brimley; Barbara Hershey; Robert Prosky; Richard Farnsworth; Joe Don Baker; John Finnegan,United States,1984,138 min,Classic Movies; Dramas; Sports Movies
s6615,movie,Disciples Of The 36th Chamber,Chia-Liang Liu,Hou Hsiao; Gordon Liu; Lily Li; Jason Pai Piao; Chia-Liang Liu,Hong Kong,1985,90 min,Action & Adventure; International Movies
s6706,movie,Esperando La Carroza,Alejandro Doria,Luis Brandoni; China Zorrilla; Antonio Gasalla; Julio De Grazia; Betiana Blum; Monica Villa; Juan Manuel Tenuta; Andrea Tenuta; Cecilia Rossetto; Enrique Pinti,Argentina,1985,95 min,Comedies; Cult Movies; International Movies
s304,movie,Esperando la carroza,Alejandro Doria,Luis Brandoni; China Zorrilla; Antonio Gasalla; Julio De Grazia; Betiana Blum; Monica Villa; Juan Manuel Tenuta; Andrea Tenuta; Cecilia Rossetto; Enrique Pinti,Argentina,1985,95 min,Comedies; Cult Movies; International Movies
s7434,movie,Medium,Jacek Koprowicz,Wadysaw Kowalski; Micha Bajor; Jerzy Zelnik; Jerzy Stuhr; Grayna Szapoowska; Jerzy Nowak; Ewa Dakowska; Piotr Machalica; Zygmunt Zintel; Henryk Bista,Poland; West Germany,1985,90 min,Horror Movies; International Movies; Thrillers
s7828,movie,Ram Teri Ganga Maili,Raj Kapoor,Mandakini; Rajiv Kapoor; Divya Rana; Saeed Jaffrey; Kulbhushan Kharbanda; Raza Murad; Sushma Seth; Trilok Kapoor,India,1985,178 min,Classic Movies; Dramas; International Movies
s7883,movie,Rocky IV,Sylvester Stallone,Sylvester Stallone; Talia Shire; Burt Young; Carl Weathers; Dolph Lundgren; Brigitte Nielsen; Tony Burton; Michael Pataki,United States,1985,92 min,Dramas; Sports Movies
s2490,movie,Sayed the Servant,Hussein Kamal,Adel Imam; Omar El-Hariri; Raja Al-Jeddawi; Mostafa Mitwali; Moshira Ismail; Badr Nofal,Unknown,1985,173 min,Comedies; International Movies
s8570,movie,The Young Vagabond,Sze Yu Lau,Chia-Hui Liu; Wong Yu; Jason Pai Piao; Lung Wei Wang; Hoi-Shan Kwan; Feng Ku; San Nam Hung; Kuo Hua Chang; Feng Kuan,Hong Kong,1985,85 min,Action & Adventure; Comedies; International Movies
s8629,movie,Trikal (Past; Present; Future),Shyam Benegal,Leela Naidu; Neena Gupta; Anita Kanwar; Soni Razdan; Dalip Tahil; K.K. Raina; Kunal Kapoor; Keith Stevenson; Naseeruddin Shah; Kulbhushan Kharbanda,India,1985,134 min,Comedies; Dramas; Independent Movies
s5944,movie,Adam: His Song Continues,Robert Markowitz,Daniel J. Travanti; JoBeth Williams; Richard Masur; Martha Scott; Paul Regina,United States,1986,96 min,Dramas
s6152,movie,An American Tail,Don Bluth,Erica Yohn; Nehemiah Persoff; Amy Green; Phillip Glasser; Christopher Plummer; John Finnegan; Will Ryan; Hal Smith; Dom DeLuise; Madeline Kahn,United States,1986,80 min,Children & Family Movies
s334,movie,Ferris Bueller's Day Off,John Hughes,Matthew Broderick; Alan Ruck; Mia Sara; Jeffrey Jones; Jennifer Grey; Cindy Pickett; Lyman Ward; Edie McClurg; Charlie Sheen; Kristy Swanson; Ben Stein; Del Close,United States,1986,103 min,Classic Movies; Comedies; Cult Movies
s5945,movie,Hard Lessons,Eric Laneuville,Denzel Washington; Lynn Whitfield; Richard Masur; Akosua Busia,United States,1986,94 min,Dramas
s5131,movie,Jaal,Umesh Mehra,Jeetendra; Mithun Chakraborty; Rekha; Mandakini; Moon Moon Sen; Vinod Mehra; Tanuja; Amrit Pal,India,1986,162 min,Action & Adventure; International Movies
s156,movie,Labyrinth,Jim Henson,David Bowie; Jennifer Connelly; Frank Oz; Kevin Clash; Anthony Asbury; Dave Goelz; Brian Henson; Ron Mueck; Karen Prell; Shari Weiser,United Kingdom; United States,1986,101 min,Action & Adventure; Children & Family Movies; Cult Movies
s7411,movie,Martial Arts of Shaolin,Chia-Liang Liu,Jet Li; Jianqiang Hu; Qiuyan Huang; Qingfu Pan; Yu Chenghui; Yu Hai; Jianwen Zhang,Hong Kong; China,1986,90 min,Action & Adventure; International Movies
s7752,movie,Platoon,Oliver Stone,Tom Berenger; Willem Dafoe; Charlie Sheen; Forest Whitaker; Francesco Quinn; John C. McGinley; Richard Edson; Kevin Dillon; Reggie Johnson; Keith David,United States; United Kingdom,1986,120 min,Action & Adventure; Classic Movies; Dramas
s5081,movie,Pyar Ke Do Pal,Rajiv Mehra,Mithun Chakraborty; Jayapradha; Simple Kapadia; Krishan Dhawan; Jagdeep; Bindu; Satyendra Kapoor; Shubha Khote; Amrit Pal; Lalita Pawar,India,1986,153 min,Dramas; International Movies; Music & Musicals
s177,movie,The Golden Child,Michael Ritchie,Eddie Murphy; J.L. Reate; Charles Dance; Charlotte Lewis; Victor Wong; Randall Tex Cobb; James Hong; Shakti Chen; Tau Logo; Tiger Chung Lee,United States,1986,94 min,Action & Adventure; Comedies
s603,movie,The Karate Kid Part II,John G. Avildsen,Ralph Macchio; Pat Morita; Nobu McCarthy; Tamlyn Tomita; Yuji Okumoto; Joey Miyashima; Marc Hayashi; Danny Kamekona; Tony O'Dell; Martin Kove; William Zabka,United States,1986,113 min,Action & Adventure; Children & Family Movies; Dramas
s1451,movie,Eddie Murphy: Raw,Robert Townsend,Eddie Murphy,United States,1987,90 min,Stand-Up Comedy
s6914,movie,Hamburger Hill,John Irvin,Anthony Barille; Michael Boatman; Don Cheadle; Michael Dolan; Don James; Dylan McDermott; Michael A. Nickles; Harry O'Reilly; Daniel O'Shea; Tim Quill; Tommy Swerdlow; Courtney B. Vance; Steven Weber; Tegan West,United States,1987,110 min,Action & Adventure; Dramas
s45,movie,Jaws: The Revenge,Joseph Sargent,Lorraine Gary; Lance Guest; Mario Van Peebles; Karen Young; Michael Caine; Judith Barsi; Mitchell Anderson; Lynn Whitfield,United States,1987,91 min,Action & Adventure; Horror Movies; Thrillers
s7253,movie,La Bamba,Luis Valdez,Lou Diamond Phillips; Esai Morales; Rosanna DeSoto; Elizabeth Pea; Danielle von Zerneck; Joe Pantoliano; Rick Dees; Marshall Crenshaw; Howard Huntsberry; Brian Setzer,United States,1987,109 min,Classic Movies; Dramas; Music & Musicals
s7371,movie,Mad Ron's Prevues from Hell,Jim Monaco,Nick Pawlow; Jordu Schell; Jay Kushwara; Michael Townsend Wright; Anthony Kelly; Happy Goldsplatt; Ron Roccia; Fred Pomerleau; Joe Amodei; Nicholas Kitsopoulos,United States,1987,84 min,Cult Movies; Horror Movies
s2739,movie,Muqaddar ka Faisla,Prakash Mehra,Raaj Kumar; Rakhee Gulzar; Raj Babbar; Tina Munim; Pran; Ranjeet; Meenakshi Sheshadri; Akbar Khan,India,1987,172 min,Action & Adventure; Comedies; Dramas
s4238,movie,Sam Kinison: Breaking the Rules,Walter C. Miller,Sam Kinison,United States,1987,50 min,Stand-Up Comedy
s5948,movie,Strange Voices,Arthur Allan Seidelman,Nancy McKeon; Valerie Harper; Stephen Macht; Tricia Leigh Fisher; Millie Perkins,United States,1987,96 min,Dramas
s5943,movie,A Stoning in Fulham County,Larry Elikann,Ken Olin; Jill Eikenberry; Maureen Mueller; Gregg Henry; Nicholas Pryor; Noble Willingham; Peter Michael Goetz; Ron Perlman; Theodore Bikel; Olivia Burnette; Bill Allen; Brad Pitt,United States,1988,95 min,Dramas
s5291,movie,Aakhri Adaalat,Rajiv Mehra,Vinod Khanna; Dimple Kapadia; Jackie Shroff; Sonam; Vinod Mehra; Shafi Inamdar; Gulshan Grover; Roopesh Kumar,India,1988,148 min,Action & Adventure; International Movies
s6469,movie,Child's Play,Tom Holland,Catherine Hicks; Alex Vincent; Brad Dourif; Chris Sarandon; Dinah Manoff; Tommy Swerdlow; Jack Colvin; Neil Giuntoli; Juan Ramrez; Alan Wilder,United States,1988,87 min,Cult Movies; Horror Movies
s7204,movie,Killer Klowns from Outer Space,Stephen Chiodo,Grant Cramer; Suzanne Snyder; John Allen Nelson; John Vernon; Michael S. Siegel; Peter Licassi; Royal Dano; Christopher Titus; Irene Michaels; Karla Sue Krull,United States,1988,86 min,Comedies; Cult Movies; Horror Movies
